Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Percent.renter.consolidated,Percent.owner.consolidated,Percent.white.consolidated,Percent.black.consolidated,Percent.asian.consolidated,Percent.native.consolidated,Percent.PI.consolidated,Percent.hispanicorlatino.consolidated,MHI.consolidated,Percent.renter.receiving,Percent.owner.receiving,Percent.white.receiving,Percent.black.receiving,Percent.asian.receiving,Percent.native.receiving,Percent.PI.receiving,Percent.hispanicorlatino.receiving,MHI.receiving
District 01 - Klamath,TRINITY,CA5301003,LEWISTON PARK MWC,C,MWC,168,551,7/1/18,NA,18-Jul,Lewiston CSD,CA5301002,CSD,monitoring violation,TMF Capacity,0,0,1,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-122.8101756,40.69910505,Both,Partnerships tool lists none for issues,NA,No,No,2,Yes,GW,NA,GW,SW,701,Community water system,822.2681184,3,NA,NA,Nonprofit private,Special district,30.570902394106813,69.42909760589319,82.41758241758241,0.07326007326007326,7.7655677655677655,1.465201465201465,0,3.223443223443224,47098,30.56648745808999,69.43351254191,76.45946862097047,0.006728298297074149,1.119231837781188,18.40601578905126,0,1.514141779945248,47349.39222774998
DISTRICT 16 - CENTRAL,LOS ANGELES,CA1910241,MESA CREST WATER COMPANY,C,Private (other),704,2323,NA,april.2020,20-Apr,LIBERTY UTILITIES - MESA CREST,CA1910241,IOU,None,None,0,0,0,0,0,Private,Managerial,Managerial,Voluntary,NA,-118.1916567,34.2018983,Both,NA,NA,No,No,NA,Yes,NA,SWP,SWP,SWP,2336,Community water system,1019.09622,3,NA,NA,Private - type unknown,IOU,7.289293849658314,92.71070615034168,55.5426581543819,0.6964596633778294,33.66221706326175,0,0,5.977945443993035,250001,10.689890963475596,89.31010903652438,48.972128578896545,0.2134246080497319,38.27337181957519,0,0.00877087430341364,6.7217699724957,172773.93724559218
NA,SAN BERNARDINO,CA3600010,APPLE VALLEY RANCHOS WC,C,IOU,49,170,NA,NA,16-Jan,LIBERTY UTILITIES APPLE VALLEY,CA3600010,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Early 2016 acquisition, was a private water co bought and now a IOU","No records of change in ECM, would need to email LPA",No,Yes,NA,Park WC,NA,GW,GW,GW,170,Community water system,11895.45411,20,NA,NA,IOU,IOU,61.59420289855072,38.405797101449274,49.16943521594684,9.46843853820598,0.8305647840531563,4.152823920265781,0,28.23920265780731,28333,58.58585858585859,41.41414141414141,22.45827010622155,5.462822458270107,7.7389984825493165,0,0,11.836115326251898,27500
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600316,UNION PACIFIC RR / YERMO,NTNC,Private (other),3,25,3/15/18,NA,18-Mar,Liberty Utilities Apple Valley,CA3610118,IOU,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-116.8227733,34.90202074,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1033,Community water system,NA,NA,NA,NA,Private ancillary,IOU,47.686832740213525,52.313167259786475,66.92693809258226,0,7.585052983825991,0,0,20.970440602342443,57013,47.68683274021353,52.313167259786475,66.92693809258226,0,7.585052983825989,0,0,20.970440602342443,57013
LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,CA3901035,LODI USD-HENDERSON SCHOOL,NTNC,School,3,200,4/27/20,NA,20-Apr,"LODI, CITY OF",CA3910004,City,"1,2,3-TCP",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.311233,38.100499,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,68272,Community water system,55.53842969,1,NA,NA,Public ancillary,General purpose government,10.69767441860465,89.30232558139535,50.764525993883794,0,17.584097859327215,0,0,31.65137614678899,74750,48.58542399624229,51.414576003757716,46.27736284589812,1.4052737623050715,10.485026372298236,0.09056633683147935,0.4109207971684297,37.854941502560195,NA
LPA82 - TEHAMA COUNTY,TEHAMA,CA5201137,MILLSTREAM MOBILE HOME PARK,C,MHP,53,80,3/17/21,NA,21-Mar,LOS MOLINOS COMM. SERVICES DIST.,CA5210003,CSD,ARSENIC,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,NA,-122.1032315,40.0295933,Both,NA,NA,No,No,3,Molinos,GW,NA,GW,GW,1450,Community water system,404.1112924,2,NA,NA,Private ancillary,Special district,31.06382978723404,68.93617021276596,56.23547637490317,0,0,0.5422153369481022,0,41.13090627420604,25972,31.234278089610378,68.76572191038962,56.28374032344093,0,0.03533489712920979,0.5371074424169503,0,41.066116936425864,26361.458609043908
LPA82 - TEHAMA COUNTY,TEHAMA,CA5200550,NEW ORCHARD MOBILE HOME PARK LLC,C,MHP,50,125,8/31/21,June.2021,21-Aug,LOS MOLINOS COMM. SERVICES DIST.,CA5210003,CSD,ARSENIC,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/docs/neworchard_story.pdf,-122.101887,40.035619,Both,NA,NA,No,No,3,Molinos,GW,NA,GW,GW,1450,Community water system,863.9194458,3,NA,NA,Private ancillary,Special district,31.06382978723404,68.93617021276596,56.23547637490317,0,0,0.5422153369481022,0,41.13090627420604,25972,31.234278089610378,68.76572191038962,56.28374032344093,0,0.03533489712920979,0.5371074424169503,0,41.066116936425864,26361.458609043908
LPA50 - MADERA COUNTY,MADERA,CA2000203,OUTBACK INC,NTNC,Private (other),4,41,11/9/21,NA,21-Nov,MINARETS HIGH SCHOOL,CA2000947,School,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,NA,GW,GW,450,Non-Transient non-community system,NA,NA,NA,NA,Private ancillary,Public ancillary,0.4098360655737705,99.59016393442623,84.288747346072185,0,0,0,0,14.543524416135881,72431,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301206,DESERT HOT SPRINGS SPA HOTEL,NP,Private (other),1,520,12/9/21,NA,21-Dec,MISSION SPRINGS WD,CA3310008,County Water District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,NA,NA,No,No,2,Yes,GW,GW,GW,GW,38694,Community water system,0,1,1,NA,Private ancillary,Special district,35.8974358974359,64.1025641025641,40.873506386485374,7.045735475896168,2.1013597033374536,0,0.288421920065925,45.44705397610219,57070,46.4268318913873,53.5731681086127,29.182277521316312,7.1568969368160955,2.808128643797364,0.8723151122847115,0.1264994466930526,57.57745347581974,NA
DISTRICT 24 - TULARE,TULARE,CA5402043,MONSON MARKET,NC,Private (other),2,30,3/26/21,NA,21-Mar,MONSON WATER SYSTEM,CA5403212,CSD,NITRATE,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.3398685,36.49492889,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,140,Community water system,0,1,NA,Receiving system not in CES polygon set,Private ancillary,Special district,37.857142857142854,62.142857142857146,33.98230088495575,0,0,0,0,64.7787610619469,51364,37.86451401690471,62.13548598309529,33.99826058392586,0,0,0,0,64.76299544202071,51356.120463510546
LPA39- El Dorado County,EL DORADO,CA0900211,MOTHER LODE RIVER CENTER,NC,Private (other),3,103,12/17/18,NA,18-Dec,Mother Lode Water System,CA0900116,Private (other),None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.942086,38.826342,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,63,Transient non-community system,NA,NA,NA,NA,Private ancillary,Private ancillary,9.116022099447514,90.88397790055248,83.21732405259087,0,0,0,0,16.782675947409125,65833,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 09- Sacramento,NEVADA,CA2910007,NEVADA ID - CASCADE SHORES,C,ID,393,959,8/31/17,NA,17-Aug,Nevada ID-E. George,CA2910004,Irrigation District,"Landslide, Preventative for DBPs",Multiple,0,0,0,1,1,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.909277,39.263953,Both,"Landslide part of issue field comes from partnerships tool, just said preventative DBCP in excel data",NA,No,No,2,Yes,SW,NA,SW,SW,17233,Community water system,6214.734188,2,NA,NA,Special district,Special district,12.128712871287128,87.87128712871286,91.60762942779292,0,0,0,0,7.956403269754768,72375,52.15907578226415,47.84092421773586,81.35900065609285,0.37478316307629567,1.4818786887662787,0.07502042168009204,0.208586213741189,13.008121484814325,NA
LPA59 - NEVADA COUNTY,NEVADA,CA2900540,FOREST LAKE CHRISTIAN SCHOOL,NTNC,School,3,300,5/31/18,NA,18-May,Nevada Irrigation District,CA2910014,Irrigation District,"Pb and Cu, historic SVOC and bacteriological",Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.062047,39.021785,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,6932,Community water system,NA,NA,NA,NA,Public ancillary,Special district,7.605633802816901,92.3943661971831,97.30483271375465,0,0,0,0,1.3011152416356877,NA,13.4645843493161,86.5354156506839,85.33465152175688,0,0.8322170856641276,0.94708128130887,0,8.136241650220926,NA
LPA59 - NEVADA COUNTY,NEVADA,CA2902376,CAMP AUGUSTA,NC,Private (other),10,150,9/4/19,NA,19-Sep,Nevada Irrigation District,CA2910004,Irrigation District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.0313527,39.3012015,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,17233,Community water system,3348.252146,1,NA,NA,Private ancillary,Special district,18.622848200312987,81.37715179968701,82.95008412787436,0,6.898485698261357,0,0,8.468872686483454,66766,52.15907578226415,47.84092421773586,81.35900065609285,0.37478316307629567,1.4818786887662787,0.07502042168009204,0.208586213741189,13.008121484814325,NA
NA,TEHAMA,CA5200657,RIVERVIEW AVENUE ESTATES,C,IOU,17,45,15-May,NA,15-May,NORCAL WATER WORKS,CA5200657,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Additional cases,https://docs.cpuc.ca.gov/PublishedDocs/Published/G000/M154/K555/154555982.PDF.  Process for recievorship then started Summer 2020 with new owner.,"No records of change in ECM, would need to email lpa.",No,Yes,NA,Yes,NA,GW,GW,GW,45,Community water system,14.44679672,1,1,NA,IOU,IOU,19.019138755980862,80.98086124401914,83.93758604864617,0,0.5966039467645708,0,0,15.328132170720515,63819,19.019138755980862,80.98086124401914,83.93758604864617,0,0.5966039467645708,0,0,15.328132170720513,63819.00000000001
LPA88 - YUBA COUNTY,YUBA,CA5800807,AEROPINES,C,MHP,21,45,8/21/20,NA,20-Aug,NORTH YUBA WATER DISTRICT,CA5810006,Water District,"TCR, E.coli periodically. Non-compliant well construction.",Multiple,1,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.639695,39.14312,Both,Only TCR listed as issue in partnership data,NA,No,No,2,Yes,GW,NA,GW,SW,2772,Community water system,28726.07694,40,NA,NA,Private ancillary,Special district,19.841269841269842,80.15873015873017,81.53200419727177,8.0797481636936,0,0,0,5.771248688352571,NA,18.689099764697346,81.31090023530264,84.37326774596761,3.7113091933888795,0.4206173891982321,0.4077971914145386,0.2687965622297502,5.2335507951044304,NA
LPA43 - Imperial County,IMPERIAL,CA1300611,SHUEY SHELL CANYON WATER CO.,NC,Private (other),19,25,3/28/17,NA,17-Mar,Ocotillo Mutual Water Company,CA1300513,MWC,water outage,Capacity,0,0,0,1,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-115.994552,32.737041,Both,NA,NA,No,No,2,Yes,NA,NA,GW,GW,150,Community water system,NA,NA,NA,NA,Private - type unknown,Nonprofit private,30.501930501930502,69.4980694980695,10.766002098635887,17.96432318992655,1.993704092339979,0.944386149003148,0.3777544596012592,66.16998950682057,42011,30.501930501930502,69.4980694980695,10.766002098635887,17.96432318992655,1.993704092339979,0.9443861490031479,0.37775445960125914,66.16998950682056,42011.00000000001
District 12 - Visalia,KERN,CA1510041,NORTH OF THE RIVER MWD,C,MWD,1,0,3/9/17,NA,17-Mar,Oildale MWC,CA1510015,MWC,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.031813,35.441807,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,36726,Community water system,74.63264935,1,NA,NA,Special district,Nonprofit private,73.41463414634146,26.585365853658537,56.74453654860587,0,28.86209495101733,0,0,14.393368500376791,49167,67.04501936098993,32.95498063901011,65.6485627952723,1.7011273279137789,3.8049983905170026,0.751359294823562,0,23.454436714883172,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000512,BELLA VISTA MOBILE LODGE,C,MHP,84,200,10/20/17,NA,17-Oct,Paso Robles Beach Water Association,CA4010006,MWC,Arsenic,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.908411,35.451219,Both,cayucos beach mutual water company is the same thing,NA,No,No,2,Yes,GW,NA,GW,SWP,2373,Community water system,NA,NA,NA,NA,Private ancillary,Nonprofit private,58.69565217391305,41.30434782608695,73.71900826446281,0,8.264462809917356,0,0,16.03305785123967,57292,48.26343440926537,51.73656559073463,82.22026767326636,0,1.696513880203375,0,0,12.430317962400432,58007.17219641511
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3600125,HINKLEY ELEMENTARY SCHOOL,NTNC,School,1,527,NA,19-Oct,19-Oct,PG & E PIPELINE OPERATION,CA3600192,Private (other),None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-117.0470437,34.8888772,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,50,Non-Transient non-community system,NA,NA,NA,NA,Public ancillary,Private ancillary,0,100,31.818181818181817,0,2.272727272727273,0,0,65.9090909090909,42222,NA,NA,NA,NA,NA,NA,NA,NA,NA
District 11 - Merced,TUOLUMNE,CA5500157,USFS PINECREST REC AREA,NTNC,Federal,20,361,9/18/18,NA,18-Sep,Pinecrest Permittees Assn,CA5510004,PA,Total trihalomethanes,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.997221,38.19084,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1253,Community water system,NA,NA,NA,NA,Public ancillary,Nonprofit private,100,0,69.8170731707317,0,15.24390243902439,0,0,11.585365853658537,42379,100,0,69.8170731707317,0,15.24390243902439,0,0,11.585365853658535,42379
LPA61 - PLACER COUNTY,PLACER,CA3103257,LDS RECREATION BALL PARK,NC,Private (other),1,25,12/5/18,NA,18-Dec,Placer County Water Agency,CA3110025,Special Act District,Bacteriological,Quality,0,1,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-121.1672176,38.83324,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,83546,Community water system,NA,NA,NA,NA,Private ancillary,Special district,20.63273727647868,79.36726272352132,69.90291262135922,4.178978471929084,0.1266357112705783,2.2794428028704092,0,15.745040101308568,206106,28.55078050767077,71.44921949232919,70.24897117518832,1.7216873285468492,9.411599465389958,0.2708974600921669,0.12817762740542327,12.689207999871071,NA
DISTRICT 02 - LASSEN,PLACER,CA3110033,Castle city mobile home park,C,MHP,201,280,21-Sep,NA,21-Sep,Placer County Water Agency,CA3110025,Special Act District,NA,NA,NA,NA,NA,NA,NA,NA,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,OTHER,I think is just too recent to be on list and will be added. Press release here: https://www.waterboards.ca.gov/press_room/press_releases/2021/pcwa-swb-joint-release-9.23.21-FINAL-pcwa.pdf,"Yes, will be added to map next q",No,No,2,Yes,SWP,SWP,SWP,SW,83546,Community water system,111.1440107,2,1,NA,Private ancillary,Special district,2.6058631921824107,97.39413680781759,82.27611940298507,0,2.9850746268656714,0,0,6.156716417910448,NA,28.55078050767077,71.44921949232919,70.24897117518832,1.7216873285468492,9.411599465389958,0.2708974600921669,0.12817762740542327,12.689207999871071,NA
District 19 - Tehachapi,KERN,CA1502724,QUAIL VALLEY WATER DIST-EASTSIDE SYSTEM,C,Water District,28,75,9/1/18,Aug.2018,18-Sep,QVWD-West & East Combine Water System,CA1503226,Water District,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.3229383,35.17014162,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,207,Community water system,1761.618932,4,NA,NA,Special district,Special district,14.801444043321299,85.1985559566787,65.06717850287907,0.19193857965451055,0.5758157389635317,0,0,22.264875239923224,44201,14.923430890524145,85.07656910947587,65.38015402328784,0.18789355465425958,0.627019566357419,0,0,22.09219356474175,44473.67442836781
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400359,HAMILTON STREET PARK,NC,Recreation and park district,4,100,6/1/17,NA,17-Jun,Sacramento Suburban Water District,CA3410001,County Water District,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.366305,38.653173,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,184385,Community water system,NA,NA,NA,NA,Special district,Special district,34.48275862068966,65.51724137931035,58.91472868217055,3.9867109634551494,1.2181616832779625,1.4396456256921373,0,30.34330011074197,77361,52.12779853130122,47.8722014686987,52.74744598696698,9.487775197136452,10.012891140681647,0.3390481849538075,0.4176555491701189,21.27769608854216,NA
DISTRICT 22- ANGELES,LOS ANGELES,CA1910141,RURBAN HOMES MUTUAL WATER CO.,C,MWC,304,1200,9/24/19,NA,19-Sep,San Gabriel Valley Water Co. -El Monte/Whittier,CA1910039,IOU,waterworks standard,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.004674,34.091739,Both,"I'm not entirely clear what ""waterworks standard"" means in the issue summary but I think TMF makes sense",NA,No,No,2,Yes,GW,NA,GW,GW,254000,Community water system,84.33895787,2,NA,NA,Nonprofit private,IOU,43.23144104803494,56.76855895196506,3.338102050548403,0,35.813066285169285,0,2.0505484024797327,58.798283261802574,67353,39.232947565031324,60.76705243496876,5.788986391195172,0.8891577693691248,25.35804366726006,0.19469800906141757,0.2820847653613063,66.67592222040614,NA
DISTRICT 17 - SANTA CLARA,SANTA CLARA,CA4300504,ARROWHEAD COOPERATIVE COMPANY,C,IOU,39,109,8/26/19,NA,19-Aug,San Jose Water Company,CA4310011,IOU,Monitoring & Reporting,TMF Capacity,0,0,1,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.0537117,37.2880083,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SW,1007514,Community water system,164.1521582,2,NA,NA,IOU,IOU,24.335664335664337,75.66433566433567,13.743293437886916,0,79.94222038794882,0,0,0,250001,43.03825024429601,56.96174975570387,29.2567127394721,2.563336649434361,33.90424912776629,0.14397447334104685,0.4241800058136487,29.975645057199777,NA
DISTRICT 05 - MONTEREY,SANTA CRUZ,CA4410015,SLVWD-LOMPICO,C,County Water District,500,0,8/23/18,NA,18-Aug,San Lorenzo Valley Water District,CA4410014,County Water District,historic HAA5 violations & source capacity issues,Multiple,1,1,0,0,0,SWRCB-drought intertie,Voluntary Consolidation,Physical,Voluntary,NA,-122.0479782,37.1112697,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,21145,Community water system,992.374322,2,NA,NA,Special district,Special district,16.11764705882353,83.88235294117648,74.90676611614278,1.4917421417155035,2.930207778369739,0,0,11.08151305274374,102845,26.163711632875742,73.83628836712425,80.11042694477246,0.5788555455578787,1.3019908584110509,0.35767875042937536,0.3099011144754468,12.801714746146411,107098.67843362897
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000726,TANK FARM INDUSTRIAL PLAZA,NTNC,Private (other),1,35,9/20/20,NA,20-Sep,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.645319,35.245819,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,297.1578983,2,NA,NA,Private ancillary,General purpose government,37.79904306220095,62.20095693779905,83.13891834570519,0,4.40084835630965,0,0,12.142099681866384,95722,65.70711509074127,34.29288490925874,68.73620223890634,2.5420494990095204,5.517233611428152,0.1877038698290232,0.02588615957950609,19.096638979912246,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000728,WHITSON INDUSTRIAL PARK,NTNC,Private (other),1,75,9/24/20,NA,20-Sep,SAN LUIS OBISPO WATER DEPT,CA4010009,City,"PFAS, TCE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.664865,35.245778,Both,Water partnerships tool data says none for issues,NA,No,No,3,SLOindustrial,GW,NA,GW,SW,45920,Community water system,400.2117127,1,NA,NA,Private ancillary,General purpose government,37.79904306220095,62.20095693779905,83.13891834570519,0,4.40084835630965,0,0,12.142099681866384,95722,65.70711509074127,34.29288490925874,68.73620223890634,2.5420494990095204,5.517233611428152,0.1877038698290232,0.02588615957950609,19.096638979912246,NA
LPA70 - SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO,CA4000711,SAN LUIS BUSINESS PARK,NTNC,Private (other),1,500,5/19/21,NA,21-May,SAN LUIS OBISPO WATER DEPT,CA4010009,City,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.676328,35.241613,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,45920,Community water system,35.09123964,1,NA,NA,Private ancillary,General purpose government,27.25060827250608,72.74939172749392,85.30066815144765,0,2.0044543429844097,0,0,11.804008908685969,106830,65.70711509074127,34.29288490925874,68.73620223890634,2.5420494990095204,5.517233611428152,0.1877038698290232,0.02588615957950609,19.096638979912246,NA
DISTRICT 08 - SANTA ANA,ORANGE,CA3000852,RANCHO MISSION VIEJO,C,Private (other),17,25,1/6/20,NA,20-Jan,SANTA MARGARITA WATER DISTRICT,CA3010101,Water District,Nitrate,Quality,0,1,0,0,0,Self-funded,Voluntary Consolidation,Physical,Voluntary,NA,-117.6260983,33.5212917,Both,"Issues in state partnerships tool is ""none""",NA,No,No,2,Yes,GW,NA,GW,SWP,161264,Community water system,NA,NA,NA,NA,Private ancillary,Special district,0,100,39.8406374501992,0,42.62948207171315,0,0,7.171314741035857,135962,22.112608360957665,77.88739163904236,65.24542557110593,1.422436157437676,12.135499013693487,0.1903148068868743,0.11025572794778414,15.6282490190506,NA
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200959,CENTRAL CITY COOLING,NTNC,Private (other),3,40,1/10/20,NA,20-Jan,SANTA MARIA WATER DEPARTMENT,CA4210011,City,Nitrate,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-120.3989842,34.9251593,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,107407,Community water system,1732.861841,1,NA,NA,Private ancillary,General purpose government,20.266666666666666,79.73333333333333,55.52677029360967,0.6044905008635579,0,0,0,43.69602763385147,113015,51.87082801012565,48.12917198987434,15.270822247004112,1.2646055688763496,4.024256829048298,0.1413856546007759,0.013430732551562399,77.44372687504168,NA
LPA46 - KINGS COUNTY,KINGS,CA1600008,CENTRAL UNION ELEMENTARY,NTNC,School,10,320,4/2/21,NA,21-Apr,Santa Rosa Rancheria water system (Tachi Yokut Tribe),90600148,Tribal,ARSENIC,Quality,0,1,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,http://p2cdn4static.sharpschool.com/UserFiles/Servers/Server_4550549/File/SchoolBoard/Minutes/2020-21/011121%20Minutes%20Packet.pdf,-119.780279,36.243371,Both,In partnership tool data the funding source is listed as private,NA,No,No,2,Yes,GW,NA,GW,NA,NA,NA,NA,NA,NA,NA,Public ancillary,Tribal,53.11778290993071,46.88221709006928,21.279003961516697,0.1697792869269949,2.43350311262026,37.46462931522354,0,38.143746462931524,53882,NA,NA,NA,NA,NA,NA,NA,NA,NA
LPA64 - SACRAMENTO COUNTY,SACRAMENTO,CA3400412,SACRAMENTO SIKH SOCIETY,NC,Private (other),2,300,1/31/21,NA,21-Jan,SCWA LAGUNA/VINEYARD,CA3410029,Special Act District,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.335344,38.479502,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,172666,Community water system,442.4884235,1,NA,NA,Private ancillary,Special district,24.76489028213166,75.23510971786834,42.01183431952663,8.375056895766955,25.80791989076013,0,5.5530268548020025,8.375056895766955,86875,27.925307647438313,72.07469235256167,28.363172005525417,10.540594386957672,32.781570364692264,0.26765632380125215,1.765390714195758,19.844650541530186,NA
DISTRICT 18 - SONOMA,SONOMA,CA4900676,SEQUOIA GARDENS MOBILE HOME PARK,C,MHP,192,300,NA,16-Aug,16-Aug,"SEBASTOPOL, CITY OF",CA4910011,City,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/city_of_santa_rosa.pdf,-122.772047,38.444094,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,7786,Community water system,5216.770365,27,NA,NA,Private ancillary,General purpose government,36.84210526315789,63.1578947368421,90.12605042016807,0,6.512605042016808,0,0,3.361344537815126,43036,46.39975139379134,53.600248606208645,76.8052633428388,2.59051518004526,3.6015740747160865,0,0.1182067945186433,12.207727354566073,NA
DISTRICT 24 - TULARE,TULARE,CA5402039,SEVILLE FOOD MART,NC,Private (other),2,100,10/18/21,NA,21-Oct,SEVILLE WATER CO,CA5400550,CSD,NONE,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,NA,NA,Excel Dec 2021 update,2020 CSD took over ownership of system from BOS,NA,No,No,2,Yes,GW,NA,GW,GW,691,Community water system,0,1,1,NA,Private ancillary,Special district,72.46376811594203,27.536231884057973,8.482142857142858,0,0,0,0,87.38839285714286,54403,69.98407377631669,30.015926223683287,11.204372896984898,0.4665540169150375,0.21027786677860846,0,0.6308336003358254,83.60371394716675,51723.44014899069
DISTRICT 02 - LASSEN,SHASTA,CA4500001,"SHASTA CSA - KESWICK, #25",C,CSA,87,208,11/22/19,NA,19-Nov,Shasta CSD,CA4510013,CSD,Carr Fire Impacts,Disaster,0,0,0,1,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.3958892,40.5806173,Both,Excel data says managerial consolidaiton I'm not sure still but the systems are physically close to eachother and their website doesn't seem to indicate any separation between the two systems so leaving at physical for now,NA,No,No,2,Yes,SW,NA,SW,SW,1584,Community water system,3139.324021,3,NA,3,General purpose government,Special district,25.386313465783665,74.61368653421634,91.6321458160729,0.24855012427506215,1.2427506213753108,0.4971002485501243,0,3.7282518641259323,42583,15.545375996744154,84.45462400325584,75.60591632556128,1.4513933939124761,9.082106676880894,4.475950766598511,0.016689199436552046,3.6813675231961414,94209.36348663401
