Regulating_agency,County,SystemID,System_Name,System_Type,Institution_type,Connections,Population,Inactivation_Date,Activity_date_from_tool,Date_combined,Receiving_Water_System,Receiving_System_ID,Receiving_System_Institution_Type,Issue_SWRCB,Issue_summary,Issue_capacity,Issue_quality,Issue_TMF,Issue_disaster,Issue_sustainability,Funding_Source,Consolidation_Type,Physical_or_Mangerial,Mandatory_or_voluntary,Story_link,long,lat,Data_source,Notes,Notes_Suzanne,Remove?,2016_proxydata_pop_con_type_county,Number_systems_involved,Unique_project,Consolidatedsystem_primary_source_combined,EPA_2021_source,Consolidatedsystem_primary_source_combinedFINAL,Receiving_2021_source,Receiving_2021_pop,Receiving_2021_systemtype,Distance(m),Prox_ord,CES_Receiving_Polygon,DistNote,govcat_cons,govcat_rec,Vetted_address,GEOID,NAME,Race.estimate.total.x,B03002_001M,Race.white.alone.x,B03002_003M,Race.black.alone.x,B03002_004M,Race.native.alone.x,B03002_005M,Race.asian.alone.x,B03002_006M,Race.PI.alone.x,B03002_007M,Race.hispanicorlatino.x,B03002_012M,Median.hh.income,B19013_001M,Tenure.estimate.total.x,B25003_001M,Tenure.owner.x,B25003_002M,Tenure.renter.x,B25003_003M,Households.total.x,AC_PHONE_N,AC_EMAIL,Households.total.y,Income.aggregatecount,Race.asian.alone.y,Race.black.alone.y,Race.estimate.total.y,Race.hispanicorlatino.y,Race.native.alone.y,Race.PI.alone.y,Race.white.alone.y,Tenure.estimate.total.y,Tenure.owner.y,Tenure.renter.y
LPA75 - SHASTA COUNTY,SHASTA,CA4500084,MCARTHUR MOBILEHOME PARK,C,MHP,41,99,NA,16-Oct,16-Oct,FALL RIVER VALLEY C.S.D.,CA4510008,CSD,Manganese,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-121.396952,41.051763,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1535,Community water system,3.060522658,1,NA,NA,Private ancillary,Special district,44304 A St McArthur CA 96056,060890127022,"Block Group 2, Census Tract 127.02, Shasta County, California",1144,376,693,254,5,11,11,21,5,11,0,13,275,241,41000,13951,462,117,260,92,202,111,462,530-336-5263,generalmgr@frvcsd.org,28.005842929786994,1149495.738330149,0.3192039103858872,0.30294974862205776,69.29988542708192,16.605675362194706,0.6882743197921402,0,42.01983305065166,28.005842929786994,15.79988042956572,12.205962500221275
District 23 - Fresno,FRESNO,CA1000112,FAIRMONT SCHOOL,NTNC,School,6,483,6/10/19,NA,19-Jun,FCSA #10/Cumora Knolls,CA1000039,CSA,"Nitrate, 123-TCP",Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/FAIRMONT.PDF,-119.565632,36.780411,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,132,Community water system,3081.28373,6,NA,NA,Public ancillary,General purpose government,3095 N GREENWOOD AVE SANGER CA 93657,060190059162,"Block Group 2, Census Tract 59.16, Fresno County, California",1428,471,736,294,0,13,21,36,218,345,0,13,453,346,127755,50041,479,118,451,124,28,33,479,559-600-4482,cbump@co.fresno.ca.us,48.37802779480102,4783229.214979348,10.051705289572402,2.8108863021900343,144.11776768226125,39.914450928485564,0.6906749199666941,0.017646851061545316,84.57752425444008,48.37802779480102,45.22709739158025,3.150930403220773
District 14 - San Diego,IMPERIAL,CA1310017,CHP CALEXICO PORT OF ENTRY,NTNC,State,1,223,12/8/17,NA,17-Dec,Gateway to Americas,CA1300018,CSA,DBPs,Quality,0,1,0,0,0,CalTrans,Voluntary Consolidation,Physical,Voluntary,NA,-115.38499,32.6807757,Both,NA,NA,No,No,2,Yes,SW,NA,SW,SW,1800,Community water system,NA,NA,NA,NA,Public ancillary,General purpose government,1700 E. Carr Road CALEXICO CA 92231,060250119032,"Block Group 2, Census Tract 119.03, Imperial County, California",2108,578,21,36,48,66,17,27,10,19,0,13,2012,561,49023,23116,425,114,346,99,79,63,425,442-265-1818,eddelgado@co.imperial.ca.us,34.79455353886587,1705733.3981358216,0.8186953773850792,3.9297378114483807,172.5809855527747,164.72150992987795,1.3917821415546348,0,1.7192602925086664,34.79455353886587,28.326860057523742,6.467693481342126
District 19 - Tehachapi,KERN,CA1502163,LINNS VALLEY SCHOOL,NTNC,School,4,106,3/1/17,Feb.2017,17-Mar,Glennville Mutual Water Company,CA1503536,MWC,TCR,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-118.704235,35.72999,Both,System typle listed as NP in annual excel sheets.,NA,No,No,2,Yes,GW,NA,GW,GW,100,Community water system,43.47480674,2,1,NA,Public ancillary,Nonprofit private,158 WHITE RIVER ROAD GLENNVILLE CA 93226,060290052083,"Block Group 3, Census Tract 52.08, Kern County, California",916,376,737,305,4,7,16,22,0,13,0,13,51,48,70540,34617,421,156,371,141,50,36,421,661-747-7351,gbrelr@aol.com,0.9325837959181722,65784.46096406787,0,0.008860653642928002,2.0290896842305126,0.11297333394733203,0.03544261457171201,0,1.6325754337094844,0.9325837959181722,0.8218256253815722,0.11075817053660003
LPA37- Contra Costa County,CONTRA COSTA,CA0707558,HERTZ WATER SYSTEM,C,Private (other),16,35,2/22/19,NA,19-Feb,Golden State Water Company- Bay Point,CA0710002,IOU,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.9246386,38.01856574,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,22295,Community water system,287.7741467,2,NA,NA,Private - type unknown,IOU,83 Solano Ave. Pittsburg CA 94565,060133141033,"Block Group 3, Census Tract 3141.03, Contra Costa County, California",1508,495,117,125,102,119,0,13,247,149,0,13,1033,460,69318,18329,400,108,161,73,239,90,400,916-853-3632,lmiller@gswater.com,4787.4973392738275,316506960.5090327,1525.4822144249079,2045.355692541021,19600.647791561983,12947.762957646986,61.45328444273305,10.068952696410111,2153.1955699321866,4787.4973392738275,2742.93177001587,2044.5655692579562
DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,CA4010040,RURAL WATER COMPANY,C,IOU,959,2559,NA,NA,15-Oct,GOLDEN STATE WATER COMPANY-CYPRESS RIDGE,CA4010040,IOU,NA,NA,NA,NA,NA,NA,NA,NA,Managerial,Managerial,Voluntary,NA,NA,NA,Inst. diversity paper,"Competed end of 2015, now IOU was IOU so no change","Rural WC CA4000550 is inactive, physical location listed as Grover City 93483, close but not right in GSW boundaries for Cypress. No records of change in ECM, would need to email district.",No,No,NA,Yes,GW,GW,GW,GW,2559,Community water system,18491.90651,21,NA,NA,IOU,IOU,"2330 A Street, Suite A SANTA MARIA CA 93455",060830020112,"Block Group 2, Census Tract 20.11, Santa Barbara County, California",604,233,271,139,0,13,0,13,0,13,0,13,264,175,NA,NA,306,140,282,140,24,24,306,916-853-3615,Dawn.White@gswater.com,832.0246189010134,83772425.10977967,67.36849706935524,0.04386955972475012,2029.7574188172607,127.770494566277,0,0,1500.6861517062925,832.0246189010134,742.4628217494177,89.56179715159575
DISTRICT 08 - SANTA ANA,ORANGE,CA3010070,GOLDEN STATE WC - YORBA LINDA,C,IOU,1682,5551,18-Oct,NA,18-Oct,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,CA3010035,IOU,None,None,0,0,0,0,0,Other,Voluntary Consolidation,Physical,Voluntary,NA,-117.869498,33.868331,Both,NA,NA,No,No,2,Yes,SWP,NA,SWP,SWP,53965,Community water system,NA,NA,NA,NA,IOU,IOU,500 CAMERON STREET PLACENTIA CA 92870,060590117222,"Block Group 2, Census Tract 117.22, Orange County, California",442,107,295,88,0,13,0,13,0,13,0,13,147,79,43400,14366,280,74,248,76,32,34,280,714-535-7711,Rocio.Flores@gswater.com,13987.680490174414,1412693885.4806492,6770.106115113391,884.9873664035604,44200.097986690314,18020.677670559024,20.042218799921567,51.890265636114876,16888.747181018065,13987.680490174414,8706.950001921481,5280.730488252935
LPA66 - SAN BERNARDINO COUNTY,SAN BERNARDINO,CA3601055,ROADRUNNER MHP,C,MHP,59,150,7/28/17,NA,17-Jul,Golden State-Morongo Del Norte,CA3600270,IOU,Uranium,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.54686,34.069041,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,870,Community water system,38.0022669,2,1,NA,Private ancillary,IOU,51063 29 PALMS HWY MORONGO VALLEY CA 92256,060710104172,"Block Group 2, Census Tract 104.17, San Bernardino County, California",562,193,444,163,0,13,0,13,0,13,0,13,108,107,53429,11776,293,88,270,85,23,27,293,760-515-8322,george.zakhari@gswater.com,75.95420912763794,2655794.810850999,0.1295904901639349,0.0493678057767371,139.62043312743415,18.3225617532701,0.015598888810453994,0.008913650748830854,108.1611055026273,75.95420912763794,51.77627088737799,24.17793824025994
LPA49 - LA COUNTY,LOS ANGELES,CA1900912,GORMAN ELEMENTARY SCHOOL,NTNC,School,4,98,12/2/20,NA,20-Dec,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,CA1900767,MWD,Coliform,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-118.854108,34.792755,Both,Yearly excel sheets said self-funded instead of private.,NA,No,No,2,Yes,GW,NA,GW,GW,70,Community water system,NA,NA,NA,NA,Public ancillary,Special district,49847 Gorman School Road GORMAN CA 93243,060379012091,"Block Group 1, Census Tract 9012.09, Los Angeles County, California",1418,202,749,182,53,65,11,17,38,34,0,13,520,212,72500,13112,478,69,351,74,127,43,478,661-248-8501,GVMWD2019@GMAIL.COM,26.92638389950686,1954034.6706435739,2.0898658448335885,2.914081385990265,79.6262755962216,29.364365544909514,0.6210282532916679,0,42.009351755402484,26.92638389950686,19.750538415270007,7.175845484236853
LPA72 - SANTA BARBARA COUNTY,SANTA BARBARA,CA4200647,COMMUNITY CHRISTIAN SCHOOL,NTNC,School,4,80,2/13/18,NA,18-Feb,Goleta Water District,CA4210004,County Water District,None,None,0,0,0,0,0,private,Voluntary Consolidation,Physical,Voluntary,NA,-119.799885,34.452451,Both,NA,NA,No,No,2,Yes,GW,NA,GW,SW,84462,Community water system,NA,NA,NA,NA,Public ancillary,Special district,5070 Cathedral Oaks Rd. Santa Barbara CA 93111,060830029071,"Block Group 1, Census Tract 29.07, Santa Barbara County, California",2062,718,1625,690,0,13,0,13,166,168,0,13,192,190,189093,24613,667,165,501,95,166,159,667,805-879-4621,jmcinnes@goletawater.com,25251.35714650987,NA,10298.500794882752,1892.9133677132772,81237.57567416721,21533.01995888121,243.813498207372,0,44344.09358266917,25251.35714650987,12041.955877874112,13209.401268635755
LPA46 - KINGS COUNTY,KINGS,CA1600296,OLAM SPICES AND VEGETABLES INC,NTNC,Private (other),7,75,5/25/17,NA,17-May,Hanford,CA1610003,City,Arsenic,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.624592,36.326253,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,17626,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,9301 Lacey Blvd. Hanford CA 93230,060310008004,"Block Group 4, Census Tract 8, Kings County, California",500,201,235,133,0,13,0,13,5,8,0,13,246,148,33304,18229,207,68,87,36,120,62,207,559-585-2571,jdoyel@cityofhanfordca.com,13324.681452391016,NA,1207.0906298522534,1860.7958048648904,39921.44427612606,20511.03008162352,137.92648528039922,3.2610407021517007,14794.565286102146,13324.681452391016,7334.060646226148,5990.620806164872
DISTRICT 02 - LASSEN,LASSEN,CA1805009,WEST PATTON VILLAGE CSD,C,CSD,155,465,3/14/18,NA,18-Mar,Herlong Public Utility District,CA1805007,PUD,"historic TMF failures, old infrastructure",TMF Capacity,0,0,1,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-120.1583517,40.1395117,Both,Found twice in excel sheets. Other one is from 2017 but 2018 matches tool,NA,No,No,2,Yes,GWP,NA,GWP,GW,2114,Community water system,NA,NA,NA,NA,Special district,Special district,100 Tamarack Street HERLONG CA 96113,060350406001,"Block Group 1, Census Tract 406, Lassen County, California",1001,284,792,243,102,86,73,82,0,13,0,13,34,66,50588,17861,454,116,283,94,171,75,454,530-827-3150,sandy@herlongpud.com,34.00742149995772,1891877.1272650189,5.966480281962282,60.95864858356466,327.62951458597075,104.4622201709127,17.349557058177325,0.6884400325341095,123.97640778644808,34.00742149995772,2.31639867703371,31.691022822924012
LPA50- MADERA COUNTY,MADERA,CA2000614,OAK CREEK INTERMEDIATE SCHOOL,NTNC,School,7,190,3/2/18,NA,18-Mar,Hillview Water Company - Oakhurst/Sierra Lakes,CA2010007,IOU,"uranium, historical nitrate and bacteriological",Quality,0,1,0,0,0,Prop 84,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/OAK_CREEK_ELEM.PDF,-119.6404017,37.331537,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,3403,Community water system,NA,NA,NA,NA,Public ancillary,IOU,40094 Indian Springs Rd. Oakhurst CA 93644,060390001044,"Block Group 4, Census Tract 1.04, Madera County, California",1013,410,874,352,0,13,0,13,24,27,0,13,104,114,110588,21088,406,143,391,142,15,24,406,559-683-4322,jim.foster@amwater.com,323.11935176742276,23176354.281592496,22.08154632322529,0,856.5285393226417,179.8908759692158,3.5733043533524698,0,643.2306186404074,323.11935176742276,257.74640125974827,65.37295050767453
LPA50- MADERA COUNTY,MADERA,CA2000578,PETE'S PLACE (WATER),NC,Private (other),1,150,3/24/17,NA,17-Mar,Hillview WC - Oakhurst/Sierra Lakes,CA2010007,IOU,TCR,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-119.654955,37.331232,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,3403,Community water system,NA,NA,NA,NA,Private ancillary,IOU,40093 CA-41 Oakhurst CA 93644,060390001042,"Block Group 2, Census Tract 1.04, Madera County, California",1517,566,998,491,0,13,0,13,12,20,0,13,507,324,53401,17770,531,157,389,137,142,100,531,559-683-4322,jim.foster@amwater.com,323.11935176742276,23176354.281592496,22.08154632322529,0,856.5285393226417,179.8908759692158,3.5733043533524698,0,643.2306186404074,323.11935176742276,257.74640125974827,65.37295050767453
DISTRICT 05 - MONTEREY,SAN BENITO,CA3500526,MCCLOSKEY ROAD LLC,C,MHP,14,0,NA,18-Dec,18-Dec,"HOLLISTER, CITY OF",CA3510001,City,"CHROMIUM, NITRATE",Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-121.3936202,36.8688522,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,SWP,23358,Community water system,243.5727225,2,NA,NA,Private ancillary,General purpose government,411 MCCLOSKEY RD HOLLISTER CA 95023,060690001002,"Block Group 2, Census Tract 1, San Benito County, California",1712,420,351,119,163,157,0,13,70,69,0,13,1035,414,69345,44974,487,91,333,93,154,79,487,831-636-4377,michael.grzan@hollister.ca.gov,7076.78235115576,NA,373.7194595136357,134.1556891386907,24737.162148950454,19238.823406817046,56.724574137030764,20.00000000002403,4523.522295888156,7076.78235115576,4030.156766545215,3046.625584610547
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3303081,IDYLLWILD ARTS FOUNDATION,NTNC,School,28,275,NA,16-Dec,16-Dec,IDYLLWILD WATER DISTRICT,CA3310019,County Water District,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.7450095,33.75928441,Tool,NA,NA,No,No,2,Yes,GW,NA,GW,GW,2500,Community water system,1149.531613,2,NA,NA,Public ancillary,Special district,52500 Temecula Rd. Idyllwild-Pine Cove CA 92549,060650444041,"Block Group 1, Census Tract 444.04, Riverside County, California",920,274,718,258,95,95,0,13,49,59,0,13,46,39,60200,25074,370,89,287,86,83,52,370,951-659-2143,leo@idyllwildwater.com,246.5096140888224,NA,29.801739269224406,14.928049741560624,447.4479491731946,38.866729449793354,11.936086334620818,0,350.00210121183517,246.5096140888224,156.51450900759772,89.99510508122464
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3302027,EMPIRE POLO CLUB *OOB*,NC,Private (other),1,50,8/10/17,NA,17-Aug,Indio Water Authority,CA3310020,City,None,None,0,0,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-116.237584,33.703576,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,NA,NA,NA,NA,Private ancillary,General purpose government,81800 51st Ave. Indio 92201,060650456061,"Block Group 1, Census Tract 456.06, Riverside County, California",897,250,748,223,1,3,0,13,0,13,0,13,130,99,43516,23416,568,192,551,191,17,20,568,760-625-1852,MPena@indio.org,30840.549891302955,NA,2074.023609655515,3111.208263772336,82408.20959200885,55322.59769111657,92.8144768551304,0,20508.42641673208,30840.549891302955,21663.797411604148,9176.752479698795
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301735,WALLER TRACT WATER DISTRICT,C,MWC,88,350,5/2/19,NA,19-May,Indio Water Authority,CA3310020,City,Hexavalent chromium,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-116.214574,33.72952097,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,0.888927888,2,1,NA,Nonprofit private,General purpose government,43-778 E. Circle Dr. Indio 92201,060650453031,"Block Group 1, Census Tract 453.03, Riverside County, California",955,273,89,67,0,13,0,13,24,38,0,13,842,282,36094,10703,364,83,198,58,166,67,364,760-625-1852,MPena@indio.org,30840.549891302955,NA,2074.023609655515,3111.208263772336,82408.20959200885,55322.59769111657,92.8144768551304,0,20508.42641673208,30840.549891302955,21663.797411604148,9176.752479698795
LPA63 - RIVERSIDE COUNTY,RIVERSIDE,CA3301046,BOE DEL HEIGHTS MUTUAL WATER,C,MWC,116,325,8/1/18,NA,18-Aug,Indio Water Authortiy,CA3310020,City,Perchlorate,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/BOE_DEL_HEIGHTS.PDF,-116.2191162,33.7122802,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,79114,Community water system,NA,NA,NA,NA,Nonprofit private,General purpose government,81450 Palo Verde Dr. N Indio CA 92201,060650452172,"Block Group 2, Census Tract 452.17, Riverside County, California",2442,1165,258,174,540,700,0,13,0,13,0,13,1644,647,41641,35546,673,218,556,178,117,116,673,760-625-1852,MPena@indio.org,30840.549891302955,NA,2074.023609655515,3111.208263772336,82408.20959200885,55322.59769111657,92.8144768551304,0,20508.42641673208,30840.549891302955,21663.797411604148,9176.752479698795
District 10 - Stockton,AMADOR,CA0310020,THE OAKS MOBILE HOME PARK,C,MHP,213,600,10/14/19,NA,19-Oct,Jackson Valley Irrigation District,CA0300037,Irrigation District,None,None,0,0,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,HTTPS://WWW.WATERBOARDS.CA.GOV/DRINKING_WATER/CERTLIC/DRINKINGWATER/DOCUMENTS/PARTNERSHIP_SUCCESS/THE_OAKS.PDF,-120.918933,38.295642,Both,NA,NA,No,No,2,Yes,SW,NA,SW,SW,3553,Community water system,2055.952917,3,NA,NA,Private ancillary,Special district,5545 THREE OAKS DRIVE IONE CA 95640,060050003041,"Block Group 1, Census Tract 3.04, Amador County, California",1632,330,1436,318,7,14,9,33,23,38,0,13,127,106,68500,25119,590,111,366,94,224,89,590,209-274-2037,steve@jvid.org,2.3500792304764873,175514.42897954996,0.03794971135063203,0.011549912150192358,7.052220726650558,0.5413102887338832,0.014849887050247316,0,5.910677367412076,2.3500792304764873,1.828862357776125,0.5212168727003623
DISTRICT 18 - SONOMA,SONOMA,CA4900922,SMOTHER'S WATER SYSTEM,NC,Private (other),1,45,5/9/17,NA,17-May,Kenwood Village Water,CA4910025,IOU,E. coli,Quality,0,1,0,0,0,Private,Voluntary Consolidation,Physical,Voluntary,NA,-122.546176,38.414022,Both,NA,NA,No,No,2,Yes,GW,NA,GW,GW,1000,Community water system,NA,NA,NA,NA,Private ancillary,IOU,9580 Sonoma Highway KENWOOD CA 95452,060971505011,"Block Group 1, Census Tract 1505.01, Sonoma County, California",331,174,282,160,0,13,0,13,49,57,0,13,0,13,NA,NA,245,118,236,116,9,14,245,707-539-6397,julie@mfcomputing.com,190.44482609796654,NA,37.5560042333869,0.05498792967745611,264.05345394929566,0.5419900359065492,0,0,225.7138502683315,190.44482609796654,181.7416551067713,8.703170991195243
LPA46 - KINGS COUNTY,KINGS,CA1600048,KETTLEMAN CITY ELEMENTARY,NTNC,School,12,350,12/31/19,NA,19-Dec,Kettleman City CSD,CA1610009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Voluntary Consolidation,Physical,Voluntary,NA,-119.9623857,36.0079117,Both,NA,NA,No,No,2,Yes,NA,NA,GW,SW,1450,Community water system,NA,NA,NA,NA,Public ancillary,Special district,701 General Petroleum Ave Kettleman City CA 93239,060310016011,"Block Group 1, Census Tract 16.01, Kings County, California",1880,685,50,52,23,30,0,13,0,13,0,13,1773,668,41916,14058,606,257,128,65,478,254,606,559-386-5866,kccsd@att.net,1.0734436197962924,45245.35101158273,0,0.04015174851396655,3.33836680519402,3.1461625115843823,0,0,0.09313162454763053,1.0734436197962924,0.22961046250710992,0.8438331572891825
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000570,INTERSTATE TRUCK CENTER VALLEY PETERBILT,NC,Private (other),2,23,4/28/21,NA,21-Apr,KEYES COMMUNITY SERVICES DIST.,CA5010009,CSD,ARSENIC,Quality,0,1,0,0,0,Private,Regionalization,Physical,Voluntary,NA,-120.9009194,37.5460416,Both,Notes in partnership tool clarify that the stub out was provided by the keyes regionalization project. Excel data said system type of NP. https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,625.366073,6,NA,NA,Private ancillary,Special district,5837 N GOLDEN STATE BLVD TURLOCK CA 95382,060990036033,"Block Group 3, Census Tract 36.03, Stanislaus County, California",1599,664,1365,687,0,13,0,13,33,37,0,13,201,158,64693,17106,603,233,334,179,269,155,603,209-668-8341,EGARZA@keyescsd.org,544.1784557385706,20362133.165074095,8.386721136878041,17.462465450517723,1793.7982461915715,1446.983707535603,0,0,297.6574112878887,544.1784557385706,153.39031846635282,390.7881372722178
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000086,COUNTRYSIDE MHP,NP,MHP,44,60,3/14/19,NA,19-Mar,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.895532,37.543037,Both,Excel data listed system type as C,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,1206.385065,11,NA,NA,Private ancillary,Special district,4124 W BARNHART ROAD TURLOCK CA 95382,060990036033,"Block Group 3, Census Tract 36.03, Stanislaus County, California",1599,664,1365,687,0,13,0,13,33,37,0,13,201,158,64693,17106,603,233,334,179,269,155,603,209-668-8341,EGARZA@keyescsd.org,544.1784557385706,20362133.165074095,8.386721136878041,17.462465450517723,1793.7982461915715,1446.983707535603,0,0,297.6574112878887,544.1784557385706,153.39031846635282,390.7881372722178
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000051,MOBILE PLAZA PARK,C,MHP,50,125,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.929337,37.569043,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,271.7829768,2,NA,NA,Private ancillary,Special district,4812 Esmar Rd Ceres CA 95307,060990030022,"Block Group 2, Census Tract 30.02, Stanislaus County, California",2020,668,558,292,15,28,0,13,0,13,0,13,1384,670,65298,42132,546,148,412,121,134,98,546,209-668-8341,EGARZA@keyescsd.org,544.1784557385706,20362133.165074095,8.386721136878041,17.462465450517723,1793.7982461915715,1446.983707535603,0,0,297.6574112878887,544.1784557385706,153.39031846635282,390.7881372722178
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000057,ORCHARD VILLAGE MHP,C,MHP,49,75,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.938564,37.585248,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,2070.298104,8,NA,NA,Private ancillary,Special district,4920 Faith Home Rd Ceres CA 95307,060990030024,"Block Group 4, Census Tract 30.02, Stanislaus County, California",1990,784,313,168,0,13,0,13,39,45,0,13,1556,768,52077,14608,572,191,456,179,116,102,572,209-668-8341,EGARZA@keyescsd.org,544.1784557385706,20362133.165074095,8.386721136878041,17.462465450517723,1793.7982461915715,1446.983707535603,0,0,297.6574112878887,544.1784557385706,153.39031846635282,390.7881372722178
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000085,GREEN RUN MOBILE ESTATES,C,MHP,46,100,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Arsenic,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.900048,37.552253,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,326.7081652,2,NA,NA,Private ancillary,Special district,5061 Nunes Rd. Turlock CA 95382,060990029015,"Block Group 5, Census Tract 29.01, Stanislaus County, California",1218,378,765,262,0,13,0,13,0,13,0,13,419,207,58795,27148,389,79,293,75,96,63,389,209-668-8341,EGARZA@keyescsd.org,544.1784557385706,20362133.165074095,8.386721136878041,17.462465450517723,1793.7982461915715,1446.983707535603,0,0,297.6574112878887,544.1784557385706,153.39031846635282,390.7881372722178
LPA80 - STANISLAUS COUNTY,STANISLAUS,CA5000217,FAITH HOME TEEN RANCH,C,Private (other),7,50,5/29/19,NA,19-May,Keyes CSD,CA5010009,CSD,Nitrate,Quality,0,1,0,0,0,SWRCB,Regionalization,Physical,Voluntary,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/documents/partnership_success/keyes_story.pdf,-120.920875,37.5418585,Both,NA,NA,No,No,7,Keyes,GW,NA,GW,GW,5999,Community water system,1097.915196,2,NA,NA,Private ancillary,Special district,6643 Faith Home Rd Ceres CA 95307,060990036034,"Block Group 4, Census Tract 36.03, Stanislaus County, California",1184,539,721,350,0,13,0,13,0,13,0,13,463,352,62404,23779,329,101,203,94,126,59,329,209-668-8341,EGARZA@keyescsd.org,544.1784557385706,20362133.165074095,8.386721136878041,17.462465450517723,1793.7982461915715,1446.983707535603,0,0,297.6574112878887,544.1784557385706,153.39031846635282,390.7881372722178
