PWS ID,PWS Name,PWS Type,Population Served Count,# of Facilities,# of Violations,# of Site Visits,Primary Source,Primary Source Code,Address Line1,Address Line2,Counties Served
CA2701670,LANGLEY/VALLE PACIFICO WS,Community water system,81,13,27,16,Ground water,GW,136 SAN JUAN ROAD,,Monterey
CA2702094,BLACKIE RD WS #18,Community water system,60,3,5,13,Ground water,GW,136 SAN JUAN ROAD,,Monterey
CA2702007,VIERRA ESTATES WS,Community water system,164,11,8,13,Ground water,GW,136 SAN JUAN ROAD,,Monterey
CA2600725,TIOGA GAS MART,Transient non-community system,69,3,7,5,Ground water,GW,PO BOX 2727,,Mono
CA1400056,BROOKSIDE ESTATES MUTUAL WATER COMPANY,Community water system,59,4,7,5,Ground water,GW,PO BOX 2727,,Inyo
CA2600518,TWIN LAKES RESORT,Transient non-community system,100,2,29,14,Ground water,GW,74848 HWY 395,,Mono
CA2600505,TWIN LAKES ENT.,Transient non-community system,320,7,31,30,Surface water,SW,PO BOX 455,,Mono
CA2600529,ANNETT'S MONO VILLAGE,Transient non-community system,500,5,26,10,Surface water,SW,PO BOX 455,,Mono
CA2600617,TOM'S PLACE,Transient non-community system,25,3,35,11,Ground water,GW,8180 CROWLEY LAKE Dr,,Mono
CA4400599,SUNSET BEACH MUTUAL WATER CO,Community water system,150,3,6,98,Ground water,GW,53 Sunset Beach Rd,,Santa Cruz
CA4400705,VAJRAYANA FOUNDATION,Transient non-community system,200,6,26,10,Ground water,GW,2013 Eureka Canyon Rd,,Santa Cruz
CA4400505,DAVID BRUCE WINERY,Transient non-community system,25,5,12,25,Ground water,GW,21439 Bear Creek Blvd,,Santa Cruz
CA4400597,LA MADRONA ATHLETIC CLUB,Transient non-community system,100,2,2,28,Ground water,GW,1897 La Madrona Drive,,Santa Cruz
CA4400726,SEVENTH DAY ADVENTIST CAMP,Transient non-community system,"1,000",5,3,8,Ground water,GW,1931 Soquel San Jose Rd,,Santa Cruz
CA4400502,TROUT GULCH MUTUAL WATER COMPANY,Community water system,614,8,11,177,Ground water,GW,90 Victoria Ln,,Santa Cruz
CA5400747,SIERRA LODGE,Transient non-community system,52,4,98,7,Surface water,SW,43175 Sierra Dr.,,Tulare
CA3200507,LA PORTE WATER DISTRICT,Transient non-community system,25,5,17,6,Ground water,GW,La Porte Water District,P.O. Box 287,Plumas
CA5000593,RBVON,Non-Transient non-community system,50,3,24,1,Ground water,GW,P.O. Box 128,,Stanislaus
CA2600540,WHITMORE BALLFIELDS,Transient non-community system,30,4,18,4,Ground water,GW,PO BOX 1609,,Mono
CA1600249,"DEL MONTE FOODS, INC. PLANT #24",Non-Transient non-community system,"1,040",10,7,10,Ground water,GW,10652 JACKSON AVE.,,Kings
CA4900949,SAINTS PETER & PAUL RUSSIAN CHURCH,Transient non-community system,25,5,3,1,Ground water,GW,P.O. Box 8277,,Sonoma
CA5403082,GIUMARRA BROS FRUIT CO,Transient non-community system,50,10,9,6,Ground water,GW,3646 AVE 416,,Tulare
CA4900916,MILL CREEK VINEYARDS,Transient non-community system,25,2,6,2,Ground water,GW,P.O. Box 758,,Sonoma
CA2110350,NPS GGNRA,Community water system,"18,447",3,10,8,Surface water purchased,SWP,513 East Road,,Marin
CA2110003,NORTH MARIN WATER DISTRICT,Community water system,"61,500",5,1,39,Surface water,SW,P.O. Box 146,,Marin
CA2110006,NORTH MARIN WD - PT. REYES,Community water system,"1,700",8,1,13,Ground water,GW,P.O. Box 146,,Marin
CA1000599,SHERWOOD FOREST GOLF CLUB,Transient non-community system,80,3,2,2,Ground water,GW,79 N. Frankwood,,Fresno
CA3901323,COZAD WATER SYSTEM,Non-Transient non-community system,29,3,4,29,Ground water,GW,4907 WATERLOO RD,,San Joaquin
CA3901445,PODESTA PACKING WATER SYSTEM,Transient non-community system,25,2,1,12,Ground water,GW,8000 N PODESTA LN,,San Joaquin
CA3900559,WINE COUNTRY APARTMENTS,Community water system,40,3,12,17,Ground water,GW,PO BOX 1593,,San Joaquin
CA1000012,COURTRIGHT LAKE VILLAGE,Transient non-community system,150,4,5,5,Ground water,GW,P.O. Box 267,,Fresno
CA3900637,BIG WHEEL MOBILE HOME PARK,Community water system,120,3,11,43,Ground water,GW,469 COVENTRY PL,,San Joaquin
CA3900755,SHADY REST TRAILER COURT,Community water system,120,3,25,54,Ground water,GW,469 COVENTRY PL,,San Joaquin
CA2702495,FOLKTALE WINERY WS,Transient non-community system,25,3,3,8,Ground water,GW,8940 CARMEL VALLEY ROAD,,Monterey
CA2701171,CHEVRON OIL FIELD WS,Non-Transient non-community system,50,5,6,11,Ground water,GW,66575 SARGENTS RD,,Monterey
CA2110304,CSP - MARCONI CONFERENCE CENTER,Transient non-community system,120,4,0,8,Groundwater under influence of surface water,GU,P.O. Box 789,,Marin
CA3900579,CENTURY MOBILE HOME PARK,Community water system,50,6,58,70,Ground water,GW,3801 BELGIAN DR,,San Joaquin
CA2400245,DELHI KINGDOM HALL,Transient non-community system,452,4,5,1,Ground water,GW,1308 Fairway Drive,,Merced
CA2800018,HUNNICUTT WINERY,Transient non-community system,25,2,1,4,Ground water,GW,3524 Silverado Trail North,,Napa
CA1310016,GSA CALEXICO PORT OF ENTRY,Non-Transient non-community system,300,4,16,8,Surface water,SW,333 West Broadway,Suite 1001,Imperial
CA3710048,GSA TECATE PORT OF ENTRY,Non-Transient non-community system,400,4,2,3,Ground water,GW,333 West Broadway,Suite 1001,San Diego
CA5200600,GURNSEY AVENUE MUTUAL WATER SYSTEM,Community water system,25,4,19,0,Ground water,GW,350 ANTELOPE BLVD,,Tehama
CA0105019,SUNOL SUPER STOP,Transient non-community system,155,2,0,0,Ground water,GW,3004 ANDRADE RD,,Alameda
CA3302062,SPARTAN VETERINARY SERVICES,Transient non-community system,33,3,6,10,Ground water,GW,57731 HWY 371,,Riverside
CA3610011,CEDARPINES PARK MWC,Community water system,"2,511",29,5,7,Surface water purchased,SWP,21853 Crest Forest Drive,,San Bernardino
CA4200974,MAIN STREET PRODUCE,Non-Transient non-community system,45,2,0,1,Ground water,GW,2165 WEST MAIN STREET,,Santa Barbara
CA5400637,BUCKEYE TREE LODGE,Transient non-community system,43,4,20,8,Surface water,SW,46000 Sierra Drive,,Tulare
CA5400644,SEQUOIA VILLAGE INN,Transient non-community system,40,4,19,7,Surface water,SW,46000 Sierra Drive,,Tulare
CA5400750,SEQUOIA CAMPGROUND AND LODGE,Transient non-community system,246,6,16,4,Ground water,GW,3717 E. THOUSAND OAKS BLVD,,Tulare
CA1700592,KONOCTI SHORES,Community water system,99,5,19,6,Ground water,GW,21C Orinda Way #202,,Lake
CA5700608,CANYON CREEK RESORT,Transient non-community system,212,4,4,11,Surface water,SW,P.O. Box 685,,Yolo
CA4901147,"TRADITIONAL MEDICINALS, INC.",Non-Transient non-community system,120,3,7,2,Ground water,GW,4515 Ross Road,,Sonoma
CA3600376,BIG BEND RESORT,Transient non-community system,655,3,30,19,Surface water,SW,P.O. Box 1128,,San Bernardino
CA3600370,WINDMILL RESORT,Transient non-community system,530,3,26,19,Surface water,SW,P.O. Box 1128,,San Bernardino
CA5610500,CHANNEL ISLANDS NATIONAL PARK,Transient non-community system,30,8,6,6,Ground water,GW,10901 Spinnaker Drive,,Ventura
CA2600503,CROWLEY LAKE CAMPLAND,Transient non-community system,45,2,33,10,Ground water,GW,PO Box 8235,,Mono
CA2600718,TWIN LAKES STORE,Transient non-community system,46,3,3,8,Surface water,SW,2297 JUNIPER ST,,Mono
CA4400572,FERN GROVE WATER CLUB,Community water system,182,4,7,11,Ground water,GW,p.o. box 66655,,Santa Cruz
CA4400664,JARDINES DEL VALLE,Community water system,150,3,4,11,Ground water,GW,76 Murphy Crossing Rd,,Santa Cruz
CA3700970,YOGA CENTER RETREAT,Transient non-community system,50,3,13,7,Ground water,GW,P.O. Box 100,33120 Canfield Road,San Diego
CA3701240,YOGA CENTER MOTHER'S KITCHEN,Transient non-community system,100,4,22,8,Ground water,GW,P.O. Box 100,33120 Canfield Road,San Diego
CA3702706,BOULEVARD PINES MOBILE HOME AND RV PARK,Transient non-community system,25,3,13,6,Ground water,GW,2344 Palo Danzante,,San Diego
CA3600404,SHADY LANE RV CAMP,Transient non-community system,165,2,2,29,Ground water,GW,17023 Komori Circle,,San Bernardino
CA4500243,PG&E - PSEA  CAMP BRITTON,Transient non-community system,52,4,5,11,Ground water,GW,1390 WILLOW PASS ROAD SUITE 240,,Shasta
CA4500244,PG&E - PSEA CAMP SHASTA,Transient non-community system,51,4,4,11,Ground water,GW,1390 WILLOW PASS ROAD SUITE 240,,Shasta
CA4500245,PG&E - PSEA CAMP PIT,Transient non-community system,108,7,5,11,Ground water,GW,1390 WILLOW PASS ROAD SUITE 240,,Shasta
CA3200301,PSEA CAMP ALMANOR,Transient non-community system,40,3,1,7,Ground water,GW,1390 WILLOW PASS ROAD SUITE 240,,Plumas
CA4901407,SANTA ROSA LIQUOR AND DELI,Transient non-community system,50,3,1,2,Ground water,GW,3355 Santa Rosa Avenue,,Sonoma
CA0500098,CALAVERAS COUNTY AIRPORT,Transient non-community system,25,5,14,8,Ground water,GW,"3600 Carol Kennedy Drive, Rt. 3",,Calaveras
CA1600605,BAKER COMMODITIES INC.,Non-Transient non-community system,47,6,50,12,Ground water,GW,P.O. BOX 1286,,Kings
CA4810035,RUSH RANCH OPEN SPACE,Transient non-community system,656,3,0,2,Ground water,GW,"700 MAIN STREET, STE 210",,Solano
CA0500050,SALT SPRINGS VALLEY RES. & CAMPGRND,Transient non-community system,60,3,14,10,Ground water,GW,6349 SMITH RD.,,Calaveras
CA1502691,WILDLAND TRAINING CENTER,Non-Transient non-community system,130,2,5,6,Ground water,GW,5642 VICTOR STREET,,Kern
CA2800051,CHAPPELLET WINERY,Transient non-community system,49,2,3,3,Ground water,GW,1581 Sage Canyon,,Napa
CA3901344,ESCALON LIVESTOCK MKT,Transient non-community system,100,3,5,34,Ground water,GW,PO BOX 26,,San Joaquin
CA3900653,ISLANDER MARINA,Community water system,150,4,13,21,Ground water,GW,750 LILAC LANE,,San Joaquin
CA3901457,CLEMENTS RIDGE PRODUCE,Transient non-community system,25,2,1,9,Ground water,GW,PO BOX 623,,San Joaquin
CA3900732,V & P TRAILER COURT WATER SYSTEM,Community water system,35,2,23,67,Ground water,GW,196 TIFFANY CIR,,San Joaquin
CA0409197,SIERRA NEVADA BREWING CO.,Non-Transient non-community system,30,3,1,1,Ground water,GW,1075 E 20TH ST,,Butte
CA2210905,"MCCLURE BOAT CLUB, INC.",Community water system,282,3,6,13,Surface water,SW,9834 Boat Club Drive,,Mariposa
CA0409183,SIERRA MOON WATER COMPANY,Community water system,120,7,6,6,Ground water,GW,P.O. Box 8064,,Butte
CA0409184,CHICO COMMUNITY GUILD,Transient non-community system,800,2,3,10,Ground water,GW,2775 OLD NORD HWY,,Butte
CA1910013,BELLFLOWER - SOMERSET MWC,Community water system,"46,300",42,1,23,Surface water purchased,SWP,10016 FLOWER STREET,,Los Angeles
CA1000249,COVE ISLAND RESORT,Transient non-community system,40,2,14,6,Ground water,GW,P.O. Box 28591,,Fresno
CA0900102,GOLD BEACH PARK,Community water system,100,8,12,5,Ground water,GW,PO BOX 357,,El Dorado
CA3901011,COUNTRY MARKET,Transient non-community system,25,2,1,22,Ground water,GW,11931 MOUNTAIN VIEW RD,,San Joaquin
CA3901487,RIVER ROAD PRODUCE WATER SYSTEM,Transient non-community system,25,3,0,4,Ground water,GW,25192 E RIVER RD,,San Joaquin
CA3901116,NAVARRA WATER SYSTEM,Transient non-community system,725,3,15,37,Ground water,GW,475 W BLEWETT RD,,San Joaquin
CA3901345,NORMANS NURSERY,Non-Transient non-community system,25,4,8,58,Ground water,GW,PO BOX 959,,San Joaquin
CA0300089,JEFF RUNQUIST WINERY,Transient non-community system,80,3,0,4,Ground water,GW,10776 SHENANDOAH ROAD,,Amador
CA0409181,BLUE OAK TERRACE MUTUAL,Community water system,50,2,3,4,Ground water,GW,1557 Mill Street,PO Box 31,Butte
CA0300025,HAM'S STATION,Transient non-community system,25,2,8,10,Ground water,GW,P.O. Box 782,,Amador
CA0300028,AMADOR HARVEST INN,Transient non-community system,83,4,6,7,Ground water,GW,21643 SHENANDOAH SCHOOL ROAD,,Amador
CA0300095,AMADOR FLOWER FARM,Transient non-community system,25,2,0,1,Ground water,GW,21643 SHENANDOAH SCHOOL ROAD,,Amador
CA0300036,BEAR RIVER LAKE RESORT,Transient non-community system,571,2,11,14,Ground water,GW,40800 HIGHWAY 88,,Amador
CA0300065,BEAR RIVER SUMMER HOME TRACT,Transient non-community system,45,2,1,9,Ground water,GW,130 Peek Street,,Amador
CA0300074,SO. SILVER LAKE HOMEOWNERS,Transient non-community system,24,5,8,11,Ground water,GW,19909 E. COMSTOCK,,Amador
CA0300077,"CHARLES SPINETTA WINERY, LLC",Transient non-community system,25,7,1,9,Ground water,GW,P.O. Box 717,,Amador
CA0300010,DRYTOWN COUNTY WATER DISTRICT,Community water system,214,1,10,20,Unknown Primary Source,,P.O. BOX 323,,Amador
CA0300524,"MP ASSOCIATES, INC.",Non-Transient non-community system,75,5,0,9,Ground water,GW,P.O. BOX 546,,Amador
CA3010100,CITY OF LA PALMA,Community water system,"15,948",14,2,14,Surface water purchased,SWP,7821 Walker Street,,Orange
CA4910021,BODEGA BAY PUBLIC UTILITY DISTRICT,Community water system,"1,068",16,4,9,Ground water,GW,P.O. Box 70,,Sonoma
CA2800037,KATHRYN HALL WINERY,Transient non-community system,25,3,12,8,Ground water,GW,56 Auberge Road,,Napa
CA3901360,HOLIDAY HARBOR MARINA,Transient non-community system,100,4,14,38,Ground water,GW,11530 W EIGHT MILE ROAD,,San Joaquin
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,Community water system,200,2,10,41,Ground water,GW,5020 FIRTUE ARD DR APT 122,,San Joaquin
CA3901400,VALLEY LANDSCAPING & MAINT INC,Non-Transient non-community system,25,2,3,30,Ground water,GW,12900 N  LOWER SACRAMENTO RD,,San Joaquin
CA3900991,LA TORRES PARK,Community water system,40,2,8,46,Ground water,GW,PO BOX 565,,San Joaquin
CA3900974,STAR MOTEL,Transient non-community system,25,2,1,23,Ground water,GW,4881 W 11TH ST,,San Joaquin
CA3900709,EL RANCHO MOTEL,Transient non-community system,76,2,3,45,Ground water,GW,5936 N HWY 99,,San Joaquin
CA3900592,TOWN & COUNTRY INN,Transient non-community system,55,3,4,50,Ground water,GW,5864 N HWY 99,,San Joaquin
CA3901006,ARP MINIMART CORP WS,Transient non-community system,125,2,8,49,Ground water,GW,25775 S  PATTERSON PASS  RD,,San Joaquin
CA3900578,ST FRANCIS MOTEL,Transient non-community system,40,2,1,32,Ground water,GW,5708 N HWY 99,,San Joaquin
CA3901428,IDLE WILD MARKET,Transient non-community system,25,3,1,22,Ground water,GW,607 S CHEROKEE LN,,San Joaquin
CA3901176,PHILLIPS FARMS,Non-Transient non-community system,330,5,28,53,Ground water,GW,4580 W  HWY 12,,San Joaquin
CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,Community water system,"14,381",41,16,15,Ground water,GW,730 L Street,,Sacramento
CA1200823,ANGELINA,Transient non-community system,300,4,10,9,Ground water,GW,281 Fernbridge Drive,,Humboldt
CA4900533,MORTON'S WARM SPRINGS / SONOMA SPRINGS,Community water system,59,3,20,6,Ground water,GW,1651 Warm Springs Road,,Sonoma
CA1100448,PLAZA ELEMENTARY SCHOOL,Non-Transient non-community system,250,2,0,11,Ground water,GW,7322 County Road 24,,Glenn
CA4500013,LAKESIDE WOODS MUTUAL WATER CO,Community water system,310,9,4,12,Ground water,GW,P.O. BOX 25,,Shasta
CA5810700,BEALE AIR FORCE BASE,Community water system,"7,252",12,9,38,Ground water,GW,6425 B Street,,Yuba
CA5403048,J.D. HEISKELL & CO.,Non-Transient non-community system,60,7,27,11,Ground water,GW,P.O. BOX 1379,,Tulare
CA4300577,RANCHO ROBLES MUTUAL WATER COMPANY,Community water system,103,7,16,6,Ground water,GW,2975 Paseo Robles,,Santa Clara
CA4700722,ASH CREEK FIRE STATION-STNF,Transient non-community system,240,4,5,8,Surface water,SW,204 West Alma Street,,Siskiyou
CA4700571,MCBRIDE SPRINGS CAMPGROUND,Transient non-community system,80,2,1,6,Ground water,GW,204 West Alma Street,,Siskiyou
CA4700565,FOWLERS CAMPGROUND-STNF,Transient non-community system,360,2,25,7,Ground water,GW,204 West Alma Street,,Siskiyou
CA1300679,HUDSON RANCH POWER I LLC,Non-Transient non-community system,39,4,0,23,Surface water,SW,409 W. McDonald Road,,Imperial
CA1300668,ALLIED WASTE OF IMPERIAL VALLEY,Non-Transient non-community system,45,4,3,26,Surface water,SW,3354 Dogwood Road,,Imperial
CA1300657,CHRISTIAN SERVICE CENTER OF SENATOR WASH,Transient non-community system,"1,200",3,1,12,Ground water,GW,2225 Ferguson Road,,Imperial
CA1300667,IV DESERT MUSEUM SOCIETY INC.,Transient non-community system,25,2,1,7,Ground water,GW,11 Frontage Road,,Imperial
CA1300676,"EARTHRISE NUTRITIONALS, LLC",Non-Transient non-community system,50,4,3,23,Surface water,SW,113 E. Hoober Road,,Imperial
CA2310007,NORTH GUALALA WATER COMPANY,Community water system,"2,593",15,6,11,Surface water,SW,P.O. BOX 1000,,Mendocino
CA1300682,CAMACHO'S RESTAURANT,Transient non-community system,50,3,3,4,Surface water,SW,796 Wahl Road,,Imperial
CA1300678,BLU-IN RV PARK,Transient non-community system,400,2,3,10,Ground water,GW,2189 Highway 78,,Imperial
CA1300683,OCOTILLO CHEVRON STATION,Transient non-community system,35,2,1,3,Ground water,GW,1071 Imperial Highway,,Imperial
CA2700522,CABANA HOLIDAY WS,Community water system,400,3,5,10,Ground water,GW,32392 S COAST HIGHWAY,STE 170,Monterey
CA2700558,PENTECOSTAL WS,Non-Transient non-community system,29,4,25,12,Ground water,GW,23700 Parker Rd,,Monterey
CA2701334,WHITE ROCK CLUB WS,Transient non-community system,27,6,12,6,Groundwater under influence of surface water,GU,36030 Robinson Cyn Rd,,Monterey
CA5400724,PANORAMA PARK FIRE PRO CO,Transient non-community system,100,3,14,5,Ground water,GW,11406 CHAMPIONS AVE,,Tulare
CA2801057,DAVIS ESTATES,Transient non-community system,25,2,0,4,Ground water,GW,15572 Computer Lane,,Napa
CA2800110,MARKHAM VINEYARDS,Transient non-community system,25,4,1,5,Ground water,GW,2812 St. Helena Hwy N,,Napa
CA2800900,B CELLARS WINERY,Transient non-community system,25,2,0,3,Ground water,GW,703 Oakville Cross Road,,Napa
CA2801052,OAKVILLE GRADE WINERY,Transient non-community system,25,4,7,13,Ground water,GW,1565 Oakville Grade Road,,Napa
CA5400846,ELBOW SCHOOL,Non-Transient non-community system,95,3,3,8,Ground water,GW,801 N. MOONEY BLVD.,,Tulare
CA5400844,ELBOW CREEK SCHOOL,Non-Transient non-community system,530,4,4,7,Ground water,GW,801 N. MOONEY BLVD.,,Tulare
CA5400873,UNION SCHOOL,Non-Transient non-community system,330,2,5,6,Ground water,GW,801 N. MOONEY BLVD.,,Tulare
CA5400850,PACKWOOD SCHOOL,Non-Transient non-community system,105,4,5,5,Ground water,GW,801 N. MOONEY BLVD.,,Tulare
CA5403027,CDF-SHAKE CAMPGROUND,Transient non-community system,50,4,6,4,Ground water,GW,P.O. BOX 517,,Tulare
CA5403026,CDF-FRASIER MILL CAMPGROUND,Transient non-community system,300,2,2,4,Ground water,GW,P.O. BOX 517,,Tulare
CA5403049,CDF-HEDRICK POND CAMPGROUND,Transient non-community system,70,2,2,4,Ground water,GW,P.O. BOX 517,,Tulare
CA5403025,CDF-HIDDEN FALLS CAMPGROUND,Transient non-community system,90,2,2,4,Ground water,GW,P.O. BOX 517,,Tulare
CA5403051,FRIENDS RV PARK,Transient non-community system,39,2,4,8,Ground water,GW,P.O. BOX 8651,,Tulare
CA4900898,HILTON PARK FAMILY CAMPGROUND,Transient non-community system,100,2,13,3,Ground water,GW,6490 Front Street #218,,Sonoma
CA4900745,RIVER BEND RESORT,Transient non-community system,155,4,7,4,Ground water,GW,6490 Front Street #218,,Sonoma
CA2400200,SAN JOAQUIN VALLEY NATIONAL CEMETERY,Non-Transient non-community system,25,3,26,2,Surface water,SW,32053 West McCabe Road,,Merced
CA1010053,SHAVER LAKE HEIGHTS MWC,Community water system,"1,230",11,21,6,Ground water,GW,"500 W. Santa Maria, Space #1",,Fresno
CA4901342,PADMASAMBHAVA PEACE INSTITUTE,Transient non-community system,39,2,3,2,Ground water,GW,23125 Fort Ross Road,,Sonoma
CA4901308,TIMBER CREST FARMS,Transient non-community system,26,2,0,1,Ground water,GW,4791 Dry Creek Road,,Sonoma
CA4900721,COLONIAL PARK,Community water system,342,11,10,5,Surface water,SW,1730 Scenic Avenue,,Sonoma
CA5010009,KEYES COMMUNITY SERVICES DIST.,Community water system,"5,999",22,65,19,Ground water,GW,P.O. BOX 699,,Stanislaus
CA0810500,LAGOON CREEK-REDWOOD NP,Transient non-community system,370,3,0,13,Ground water,GW,500 Aubell lane,,Del Norte
CA1000201,SUN EMPIRE SCHOOL,Non-Transient non-community system,780,2,10,7,Ground water,GW,14656 W. D St,,Fresno
CA2110010,NPS PRNS - FIVE BROOKS,Transient non-community system,365,3,3,6,Ground water,GW,Point Reyes National Seashore,1 Bear Valley Road,Marin
CA2110500,NPS PRNS - LIGHTHOUSE,Transient non-community system,"1,210",4,3,7,Ground water,GW,Point Reyes National Seashore,1 Bear Valley Road,Marin
CA2110501,NPS PRNS - LAGUNA SYSTEM,Transient non-community system,300,5,5,7,Ground water,GW,Point Reyes National Seashore,1 Bear Valley Road,Marin
